problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
deep,10,22,854.91,Sequential,False
deep,10,22,68.93,Recursive C++ for_each,False
deep,10,22,157.78,C++ any_of,False
deep,10,22,158.29,Using C++ for_each,False
deep,10,22,158.24,Using C++ tasks,False
deep,10,22,517.65,Synchronization with thread director,False
deep,10,22,989.6,Recursive async,False
deep,10,23,455.5,Using C++ tasks,False
deep,10,23,230.5,Recursive C++ for_each,False
deep,10,23,455.34,C++ any_of,False
deep,10,23,3121.68,Sequential,False
deep,10,23,1363.71,Synchronization with thread director,False
deep,10,23,453.27,Using C++ async,False
deep,10,23,3504.6,Recursive async,False
deep,10,23,455.15,Using C++ for_each,False
deep,10,25,4086.91,Recursive async,False
deep,10,25,860.71,Using C++ tasks,False
deep,10,25,859.75,Using C++ for_each,False
deep,10,25,862.44,Using C++ async,False
deep,10,25,278.99,Recursive C++ for_each,False
deep,10,25,2199.42,Synchronization with thread director,False
deep,10,25,856.84,C++ any_of,False
deep,10,25,3772.23,Sequential,False
deep,10,27,1741.66,Sequential,False
deep,10,27,288.42,Using C++ for_each,False
deep,10,27,289.95,Using C++ tasks,False
deep,10,27,287.85,C++ any_of,False
deep,10,27,124.69,Recursive C++ for_each,False
deep,10,27,1073.91,Synchronization with thread director,False
deep,10,27,287.8,Using C++ async,False
deep,10,27,2102.57,Recursive async,False
deep,10,26,332.86,Using C++ for_each,False
deep,10,26,333.08,C++ any_of,False
deep,10,26,333.65,Using C++ tasks,False
deep,10,26,2268.85,Sequential,False
deep,10,26,2918.72,Recursive async,False
deep,10,26,165.79,Recursive C++ for_each,False
deep,10,26,1455.67,Synchronization with thread director,False
deep,10,26,337.28,Using C++ async,False
deep,10,14,1534.03,C++ any_of,False
deep,10,14,1532.73,Using C++ for_each,False
deep,10,14,1534.64,Using C++ tasks,False
deep,10,14,1537.24,Using C++ async,False
deep,10,14,8866.88,Sequential,False
deep,10,14,635.54,Recursive C++ for_each,False
deep,10,14,8430.79,Recursive async,False
deep,10,14,611.74,Synchronization with thread director,False
deep,10,28,5179.44,Synchronization with thread director,False
deep,10,28,2568.24,Using C++ for_each,False
deep,10,28,2569.34,C++ any_of,False
deep,10,28,1189.29,Recursive C++ for_each,False
deep,10,28,2573.97,Using C++ tasks,False
deep,10,28,15722.5,Sequential,False
deep,10,28,15146.1,Recursive async,False
deep,10,28,2580.71,Using C++ async,False
deep,100,49,4852.91,Synchronization with thread director,False
deep,100,49,16438.6,Sequential,False
deep,100,49,2125.81,Using C++ async,False
deep,100,49,2124.32,C++ any_of,False
deep,100,49,2122.51,Using C++ for_each,False
deep,100,49,994.45,Recursive C++ for_each,False
deep,100,49,2123.41,Using C++ tasks,False
deep,100,49,2526.68,Recursive async,False
deep,100,48,24226.0,Sequential,False
deep,100,48,3194.02,Using C++ tasks,False
deep,100,48,1621.84,Recursive C++ for_each,False
deep,100,48,6847.8,Synchronization with thread director,False
deep,100,48,3700.94,Recursive async,False
deep,100,48,3190.09,C++ any_of,False
deep,100,48,3195.89,Using C++ async,False
deep,100,48,3190.52,Using C++ for_each,False
deep,100,45,13796.1,C++ any_of,False
deep,100,45,13633.6,Recursive async,False
deep,100,45,104167.0,Sequential,False
deep,100,45,36953.2,Synchronization with thread director,False
deep,100,45,6234.4,Recursive C++ for_each,False
deep,100,45,13799.3,Using C++ for_each,False
deep,100,45,13801.2,Using C++ tasks,False
deep,100,45,13805.2,Using C++ async,False
deep,100,43,8602.91,C++ any_of,False
deep,100,43,9658.96,Synchronization with thread director,False
deep,100,43,8217.04,Recursive async,False
deep,100,43,8598.01,Using C++ async,False
deep,100,43,62194.3,Sequential,False
deep,100,43,8603.41,Using C++ tasks,False
deep,100,43,3849.56,Recursive C++ for_each,False
deep,100,43,8600.11,Using C++ for_each,False
deep,100,41,1291.86,Using C++ async,False
deep,100,41,734.59,Recursive C++ for_each,False
deep,100,41,10812.1,Sequential,False
deep,100,41,1291.81,Using C++ for_each,False
deep,100,41,1671.39,Recursive async,False
deep,100,41,1291.63,C++ any_of,False
deep,100,41,1291.5,Using C++ tasks,False
deep,100,41,2529.5,Synchronization with thread director,False
deep,100,39,30393.7,Synchronization with thread director,False
deep,100,39,162934.0,Sequential,False
deep,100,39,33057.5,Using C++ tasks,False
deep,100,39,10025.5,Recursive C++ for_each,False
deep,100,39,21452.8,Recursive async,False
deep,100,39,33051.8,Using C++ for_each,False
deep,100,39,33053.7,C++ any_of,False
deep,100,39,33054.2,Using C++ async,False
deep,100,38,116547.0,Sequential,False
deep,100,38,15283.5,Recursive async,False
deep,100,38,28573.2,Using C++ tasks,False
deep,100,38,7857.05,Recursive C++ for_each,False
deep,100,38,28573.9,Using C++ async,False
deep,100,38,29519.2,Synchronization with thread director,False
deep,100,38,28567.8,C++ any_of,False
deep,100,38,28564.2,Using C++ for_each,False
deep,100,36,703.45,Using C++ async,False
deep,100,36,565.22,Synchronization with thread director,False
deep,100,36,703.87,Using C++ for_each,False
deep,100,36,703.73,Using C++ tasks,False
deep,100,36,202.93,Recursive C++ for_each,False
deep,100,36,703.56,C++ any_of,False
deep,100,36,469.79,Recursive async,False
deep,100,36,3171.09,Sequential,False
deep,100,44,1546.9,Using C++ async,False
deep,100,44,973.23,Recursive C++ for_each,False
deep,100,44,1546.96,Using C++ tasks,False
deep,100,44,15359.7,Sequential,False
deep,100,44,4618.47,Synchronization with thread director,False
deep,100,44,1549.28,Using C++ for_each,False
deep,100,44,2339.45,Recursive async,False
deep,100,44,1547.36,C++ any_of,False
deep,100,35,9230.8,Using C++ async,False
deep,100,35,6735.16,Recursive async,False
deep,100,35,49399.9,Sequential,False
deep,100,35,9296.1,Using C++ for_each,False
deep,100,35,9230.96,C++ any_of,False
deep,100,35,10995.1,Synchronization with thread director,False
deep,100,35,9231.14,Using C++ tasks,False
deep,100,35,3058.11,Recursive C++ for_each,False
deep,100,46,1756.19,Recursive C++ for_each,False
deep,100,46,3750.01,Using C++ for_each,False
deep,100,46,3758.3,Using C++ tasks,False
deep,100,46,3749.15,C++ any_of,False
deep,100,46,3753.05,Using C++ async,False
deep,100,46,4002.12,Recursive async,False
deep,100,46,27526.1,Sequential,False
deep,100,46,5944.24,Synchronization with thread director,False
deep,100,34,14557.5,Recursive async,False
deep,100,34,13342.9,Synchronization with thread director,False
deep,100,34,111768.0,Sequential,False
deep,100,34,18139.5,Using C++ async,False
deep,100,34,18126.6,Using C++ for_each,False
deep,100,34,6993.3,Recursive C++ for_each,False
deep,100,34,18128.4,Using C++ tasks,False
deep,100,34,18132.1,C++ any_of,False
deep,100,32,8378.63,C++ any_of,False
deep,100,32,48558.5,Sequential,False
deep,100,32,8380.11,Using C++ tasks,False
deep,100,32,3365.94,Recursive C++ for_each,False
deep,100,32,8378.43,Using C++ async,False
deep,100,32,6601.59,Recursive async,False
deep,100,32,7333.67,Synchronization with thread director,False
deep,100,32,8377.85,Using C++ for_each,False
deep,100,31,9084.63,Using C++ for_each,False
deep,100,31,9083.97,Using C++ async,False
deep,100,31,9083.3,C++ any_of,False
deep,100,31,5096.3,Recursive C++ for_each,False
deep,100,31,83926.8,Sequential,False
deep,100,31,11059.0,Recursive async,False
deep,100,31,11870.5,Synchronization with thread director,False
deep,100,31,9078.32,Using C++ tasks,False
deep,100,30,70732.3,Sequential,False
deep,100,30,9563.75,Recursive async,False
deep,100,30,7450.64,Synchronization with thread director,False
deep,100,30,8866.14,Using C++ tasks,False
deep,100,30,8867.13,C++ any_of,False
deep,100,30,4320.88,Recursive C++ for_each,False
deep,100,30,8870.24,Using C++ async,False
deep,100,30,8872.29,Using C++ for_each,False
deep,100,10,0.1,Using C++ for_each,False
deep,100,10,0.1,Using C++ async,False
deep,100,10,0.1,Sequential,False
deep,100,10,0.1,Using C++ tasks,False
deep,100,10,0.1,Recursive async,False
deep,100,10,0.1,C++ any_of,False
deep,100,10,0.1,Recursive C++ for_each,False
deep,100,10,0.11,Synchronization with thread director,False
deep,100,9,12342.2,Sequential,False
deep,100,9,751.46,Recursive C++ for_each,False
deep,100,9,815.54,Synchronization with thread director,False
deep,100,9,1349.76,Using C++ tasks,False
deep,100,9,1356.07,Using C++ for_each,False
deep,100,9,1350.3,Using C++ async,False
deep,100,9,1875.04,Recursive async,False
deep,100,9,1350.13,C++ any_of,False
deep,100,12,7543.91,Synchronization with thread director,False
deep,100,12,19360.1,C++ any_of,False
deep,100,12,6932.04,Recursive C++ for_each,False
deep,100,12,114497.0,Sequential,False
deep,100,12,19359.2,Using C++ async,False
deep,100,12,19358.5,Using C++ tasks,False
deep,100,12,19358.1,Using C++ for_each,False
deep,100,12,15017.4,Recursive async,False
deep,100,47,106745.0,Sequential,False
deep,100,47,15450.3,C++ any_of,False
deep,100,47,31393.4,Synchronization with thread director,False
deep,100,47,15457.8,Using C++ tasks,False
deep,100,47,13892.0,Recursive async,False
deep,100,47,6445.53,Recursive C++ for_each,False
deep,100,47,15453.3,Using C++ for_each,False
deep,100,47,15457.1,Using C++ async,False
deep,100,11,15756.2,Recursive async,False
deep,100,11,19283.3,C++ any_of,False
deep,100,11,19282.8,Using C++ for_each,False
deep,100,11,120565.0,Sequential,False
deep,100,11,7849.41,Recursive C++ for_each,False
deep,100,11,19270.8,Using C++ async,False
deep,100,11,40284.0,Synchronization with thread director,False
deep,100,11,19278.0,Using C++ tasks,False
deep,100,1,10950.0,Using C++ tasks,False
deep,100,1,10944.7,Using C++ async,False
deep,100,1,18631.0,Synchronization with thread director,False
deep,100,1,11284.6,Using C++ for_each,False
deep,100,1,6434.56,Recursive C++ for_each,False
deep,100,1,10956.4,C++ any_of,False
deep,100,1,102663.0,Sequential,False
deep,100,1,14036.8,Recursive async,False
deep,100,8,15243.2,Using C++ tasks,False
deep,100,8,11797.5,Recursive async,False
deep,100,8,15238.2,Using C++ for_each,False
deep,100,8,21245.4,Synchronization with thread director,False
deep,100,8,15242.4,C++ any_of,False
deep,100,8,15230.8,Using C++ async,False
deep,100,8,5344.33,Recursive C++ for_each,False
deep,100,8,88376.0,Sequential,False
deep,100,6,7072.0,Using C++ for_each,False
deep,100,6,7074.18,Using C++ async,False
deep,100,6,7071.45,C++ any_of,False
deep,100,6,6243.89,Recursive async,False
deep,100,6,2846.33,Recursive C++ for_each,False
deep,100,6,45605.2,Sequential,False
deep,100,6,7072.27,Using C++ tasks,False
deep,100,6,12088.9,Synchronization with thread director,False
deep,100,19,15648.0,Using C++ tasks,False
deep,100,19,15654.8,C++ any_of,False
deep,100,19,6696.13,Recursive C++ for_each,False
deep,100,19,15646.0,Using C++ async,False
deep,100,19,12412.2,Synchronization with thread director,False
deep,100,19,111060.0,Sequential,False
deep,100,19,15643.0,Using C++ for_each,False
deep,100,19,14665.0,Recursive async,False
deep,100,40,8139.34,Synchronization with thread director,False
deep,100,40,31673.0,Sequential,False
deep,100,40,5003.53,Using C++ tasks,False
deep,100,40,4996.39,Using C++ for_each,False
deep,100,40,2125.01,Recursive C++ for_each,False
deep,100,40,5002.25,Using C++ async,False
deep,100,40,4999.51,C++ any_of,False
deep,100,40,4583.65,Recursive async,False
deep,100,4,4778.71,Recursive async,False
deep,100,4,9983.08,Synchronization with thread director,False
deep,100,4,33798.5,Sequential,False
deep,100,4,4831.29,Using C++ for_each,False
deep,100,4,4832.41,Using C++ async,False
deep,100,4,4833.65,Using C++ tasks,False
deep,100,4,4833.49,C++ any_of,False
deep,100,4,2100.04,Recursive C++ for_each,False
deep,100,33,12473.8,Using C++ tasks,False
deep,100,33,12476.8,Using C++ async,False
deep,100,33,12468.4,C++ any_of,False
deep,100,33,14063.2,Recursive async,False
deep,100,33,108358.0,Sequential,False
deep,100,33,28416.2,Synchronization with thread director,False
deep,100,33,12465.3,Using C++ for_each,False
deep,100,33,6840.18,Recursive C++ for_each,False
deep,100,21,20052.8,Synchronization with thread director,False
deep,100,21,11073.6,C++ any_of,False
deep,100,21,11069.2,Using C++ tasks,False
deep,100,21,3958.44,Recursive C++ for_each,False
deep,100,21,11064.6,Using C++ for_each,False
deep,100,21,58986.5,Sequential,False
deep,100,21,11069.8,Using C++ async,False
deep,100,21,8025.74,Recursive async,False
deep,100,24,32503.7,Using C++ tasks,False
deep,100,24,24941.2,Recursive async,False
deep,100,24,12327.2,Recursive C++ for_each,False
deep,100,24,190129.0,Sequential,False
deep,100,24,32482.8,C++ any_of,False
deep,100,24,32503.2,Using C++ async,False
deep,100,24,38830.7,Synchronization with thread director,False
deep,100,24,32502.4,Using C++ for_each,False
deep,100,3,4604.82,Recursive C++ for_each,False
deep,100,3,11305.3,Using C++ async,False
deep,100,3,10248.7,Recursive async,False
deep,100,3,11300.1,Using C++ for_each,False
deep,100,3,11301.8,Using C++ tasks,False
deep,100,3,77539.4,Sequential,False
deep,100,3,11299.8,C++ any_of,False
deep,100,3,14620.4,Synchronization with thread director,False
deep,100,7,10490.9,Using C++ for_each,False
deep,100,7,10502.1,Using C++ tasks,False
deep,100,7,42593.3,Sequential,False
deep,100,7,5828.0,Recursive async,False
deep,100,7,10489.8,Using C++ async,False
deep,100,7,2592.83,Recursive C++ for_each,False
deep,100,7,14768.9,Synchronization with thread director,False
deep,100,7,10490.3,C++ any_of,False
deep,100,42,3403.66,Recursive C++ for_each,False
deep,100,42,10783.1,Using C++ async,False
deep,100,42,10776.5,C++ any_of,False
deep,100,42,20328.2,Synchronization with thread director,False
deep,100,42,52931.4,Sequential,False
deep,100,42,7305.96,Recursive async,False
deep,100,42,10780.4,Using C++ tasks,False
deep,100,42,10776.8,Using C++ for_each,False
deep,100,2,135006.0,Sequential,False
deep,100,2,17861.1,Recursive async,False
deep,100,2,18182.2,Using C++ for_each,False
deep,100,2,16853.4,Synchronization with thread director,False
deep,100,2,18188.2,Using C++ async,False
deep,100,2,18181.9,C++ any_of,False
deep,100,2,8492.84,Recursive C++ for_each,False
deep,100,2,18182.1,Using C++ tasks,False
deep,100,29,21863.7,Using C++ for_each,False
deep,100,29,143166.0,Sequential,False
deep,100,29,8850.99,Recursive C++ for_each,False
deep,100,29,21950.9,Using C++ tasks,False
deep,100,29,21791.5,C++ any_of,False
deep,100,29,18547.2,Recursive async,False
deep,100,29,21799.4,Using C++ async,False
deep,100,29,16412.0,Synchronization with thread director,False
deep,100,0,53973.4,Sequential,False
deep,100,0,7963.03,Using C++ tasks,False
deep,100,0,14251.6,Synchronization with thread director,False
deep,100,0,7959.65,Using C++ async,False
deep,100,0,3749.92,Recursive C++ for_each,False
deep,100,0,7959.73,C++ any_of,False
deep,100,0,7962.59,Using C++ for_each,False
deep,100,0,7297.19,Recursive async,False
deep,100,13,3209.92,Using C++ tasks,False
deep,100,13,2024.89,Recursive async,False
deep,100,13,3906.64,Synchronization with thread director,False
deep,100,13,3208.47,Using C++ async,False
deep,100,13,3207.48,C++ any_of,False
deep,100,13,825.73,Recursive C++ for_each,False
deep,100,13,13270.7,Sequential,False
deep,100,13,3208.48,Using C++ for_each,False
deep,100,16,20549.2,Using C++ tasks,False
deep,100,16,21702.2,Synchronization with thread director,False
deep,100,16,12443.0,Recursive async,False
deep,100,16,20544.0,C++ any_of,False
deep,100,16,92980.5,Sequential,False
deep,100,16,20541.4,Using C++ for_each,False
deep,100,16,6017.8,Recursive C++ for_each,False
deep,100,16,20546.8,Using C++ async,False
deep,100,20,13352.7,Recursive async,False
deep,100,20,5929.48,Recursive C++ for_each,False
deep,100,20,29418.4,Synchronization with thread director,False
deep,100,20,11131.1,C++ any_of,False
deep,100,20,11124.6,Using C++ tasks,False
deep,100,20,101540.0,Sequential,False
deep,100,20,11134.1,Using C++ async,False
deep,100,20,11133.0,Using C++ for_each,False
deep,100,18,3612.36,Using C++ for_each,False
deep,100,18,2076.69,Recursive C++ for_each,False
deep,100,18,5077.96,Synchronization with thread director,False
deep,100,18,3615.49,Using C++ async,False
deep,100,18,3611.62,C++ any_of,False
deep,100,18,4493.3,Recursive async,False
deep,100,18,31118.4,Sequential,False
deep,100,18,3613.53,Using C++ tasks,False
deep,100,5,3527.93,Recursive async,False
deep,100,5,23225.7,Sequential,False
deep,100,5,1499.48,Recursive C++ for_each,False
deep,100,5,7300.01,Synchronization with thread director,False
deep,100,5,3073.17,Using C++ tasks,False
deep,100,5,3071.92,Using C++ async,False
deep,100,5,3071.72,Using C++ for_each,False
deep,100,5,3072.02,C++ any_of,False
deep,100,15,6385.25,Recursive async,False
deep,100,15,45776.4,Sequential,False
deep,100,15,5507.58,Using C++ for_each,False
deep,100,15,5506.84,Using C++ async,False
deep,100,15,2896.85,Recursive C++ for_each,False
deep,100,15,10084.6,Synchronization with thread director,False
deep,100,15,5505.67,Using C++ tasks,False
deep,100,15,5506.46,C++ any_of,False
deep,100,17,17401.0,Recursive async,False
deep,100,17,25810.0,Using C++ async,False
deep,100,17,8770.55,Recursive C++ for_each,False
deep,100,17,132746.0,Sequential,False
deep,100,17,25811.3,C++ any_of,False
deep,100,17,43732.4,Synchronization with thread director,False
deep,100,17,25807.4,Using C++ tasks,False
deep,100,17,25808.9,Using C++ for_each,False
deep,100,37,1202.84,Using C++ async,False
deep,100,37,2509.22,Synchronization with thread director,False
deep,100,37,1202.38,C++ any_of,False
deep,100,37,1532.48,Recursive async,False
deep,100,37,1202.77,Using C++ for_each,False
deep,100,37,637.8,Recursive C++ for_each,False
deep,100,37,1203.28,Using C++ tasks,False
deep,100,37,10103.6,Sequential,False
deep,100,22,2746.35,Synchronization with thread director,False
